,appid,Game,st_release_date,st_english,st_developer,st_publisher,st_achievements,st_positive_ratings,st_negative_ratings,st_average_playtime,st_median_playtime,st_owners,st_price,st_spy_action,st_spy_adventure,st_spy_casual,st_spy_indie,st_spy_simulation,st_spy_singleplayer,st_spy_strategy
16909,703360,stickman annihilation 2,2018-02-13,1,Hype ProductionZ,Hype ProductionZ,0,3,2,0,0,0-20000,1.69,28,0,28,29,28,0,7
16910,703400,enoch underground,2018-03-22,1,Unwhale Studio,Unwhale Studio,20,22,15,0,0,0-20000,7.19,23,0,0,23,0,0,0
16911,703430,star rangers vr free demo,2017-09-15,1,Project Whitecard Studios Inc.;Xefier Games Inc.,Awestruck Games;EvolVR Games Ltd.,0,11,7,0,0,20000-50000,0.0,0,0,0,0,23,0,0
16912,703500,rethink evolved,2017-09-15,1,Yaeko,Yaeko,10,22,2,0,0,0-20000,6.99,21,0,21,31,0,0,20
16913,703510,wooden battles,2017-12-22,1,SP Digital Arts Inc.,SP Digital Arts Inc.,0,108,41,0,0,0-20000,7.19,38,0,35,32,38,13,39
16914,703530,grav blazer squared,2017-09-08,1,Ripknot Systems,Ripknot Systems,1,14,13,0,0,0-20000,4.99,22,0,21,21,0,12,0
16915,703540,algorithm,2017-10-23,1,Valut,Valut,0,8,2,0,0,0-20000,0.79,0,0,21,21,0,11,0
16916,703600,astral,2018-11-26,1,Hype ProductionZ,Hype ProductionZ,50,30,13,0,0,20000-50000,7.19,0,0,184,0,0,167,0
16917,703620,clash force,2017-10-25,1,Spicy Gyro Games,Shiny Dolphin Games LLC,20,43,4,0,0,0-20000,3.99,47,0,0,34,0,27,0
16918,703630,the quarter game,2017-12-08,1,LAME Dimension;Flying Pudding Studios,LAME Dimension,9,34,3,0,0,0-20000,0.79,22,20,0,24,0,0,0
16919,703700,our end of the world,2017-11-02,1,橘子班;大好网,NVLMaker,17,1652,477,136,262,100000-200000,7.19,0,63,0,60,48,0,0
16920,703720,ersatz,2017-09-13,1,Paris Stalker,Paris Stalker;ALL iN,17,10,1,0,0,0-20000,6.99,24,0,0,21,0,0,0
16921,703730,sorcery jokers all ages version,2018-01-12,1,3rdEye,MangaGamer,0,25,4,0,0,0-20000,30.99,13,35,0,0,0,17,0
16922,703750,roboorders,2017-09-20,1,Dexion Games,Dexion Games,5,2,11,0,0,0-20000,0.79,0,0,21,21,21,0,21
16923,703760,chopper attack helicopters,2017-09-15,1,gtscom,gtscom,16,10,8,0,0,0-20000,0.0,24,0,24,24,26,0,0
16924,703800,all cows in,2017-12-06,1,Hedgehog Game Studios,Hedgehog Game Studios,0,4,0,0,0,0-20000,1.69,0,0,21,21,21,0,0
16925,703820,pixel killers the showdown,2017-09-15,1,Geezer Games,Geezer Games,0,0,1,0,0,0-20000,2.79,21,0,0,21,0,0,0
16926,703840,animal super squad,2018-05-15,1,DoubleMoose Games,DoubleMoose Games,17,317,47,0,0,0-20000,7.19,47,46,12,47,45,13,0
16927,703870,make a word,2017-09-29,1,Educational Games,Educational Games,309,19,8,0,0,0-20000,1.59,0,0,22,23,0,0,0
16928,703880,swords anddiers 2 shawarmageddon,2018-11-06,1,Ronimo Games,Ronimo Games,13,67,11,0,0,0-20000,11.39,34,0,12,31,0,12,33
16929,703920,bang bang fruit 2,2017-10-25,1,Snkl Studio,Snkl Studio,36,17,37,0,0,20000-50000,0.79,0,0,22,23,0,0,0
16930,703940,ball 2d soccer online,2017-09-08,1,Unusualsoft,Unusualsoft,0,83,29,2,2,50000-100000,0.0,32,0,0,0,0,0,0
16931,703950,just fishing,2017-12-15,1,Just Fishing LLC,Just Fishing LLC,46,458,153,14,14,100000-200000,0.0,52,51,52,0,87,44,0
16932,703980,star wars imperial assault legends of the alliance,2017-12-04,1,Fantasy Flight Games,Fantasy Flight Games,0,55,20,0,0,20000-50000,0.0,0,50,0,0,0,0,0
16933,704010,longstory,2017-12-06,1,Bloom Digital Media,Bloom Digital Media,0,29,8,0,0,0-20000,11.39,0,20,21,27,20,0,0
16934,704030,cattle and crops,2018-02-13,1,Masterbrain Bytes GmbH & Co. KG,Masterbrain Bytes GmbH & Co. KG,0,392,126,0,0,0-20000,29.99,0,0,29,27,46,9,0
16935,704040,castle clicker building tycoon,2017-10-02,1,Autotelic Games LLC,Autotelic Games LLC,17,197,123,3,3,50000-100000,0.0,0,0,36,38,24,0,31
16936,704070,robotsio,2017-09-13,1,Super Games Studio,Super Games Studio,0,6,2,0,0,0-20000,5.79,21,0,0,21,0,0,0
16937,704140,edge of existence,2017-12-15,1,RealFire Interactive,RealFire Interactive,0,3,3,0,0,0-20000,0.0,21,0,21,0,0,0,21
16938,704190,bitcoin collector,2017-09-13,1,Blender Games,Blender Games,159,11,6,0,0,0-20000,0.79,37,36,46,46,0,46,0
16939,704200,the chronicles of nyanya,2018-02-16,1,hamstercube,Fat Dog Games,24,54,3,0,0,0-20000,15.49,0,64,0,62,0,0,0
16940,704210,block warriors open world game,2017-09-06,1,Voltornas Games,Voltornas Games,0,273,268,0,0,50000-100000,1.69,45,46,0,0,0,0,0
16941,704230,pro cycling manager 2018,2018-06-28,1,Cyanide Studio,Focus Home Interactive,64,86,76,211,211,20000-50000,34.99,0,0,0,0,23,0,0
16942,704270,generation zero,2019-03-26,1,Avalanche Publishing,Avalanche Publishing,50,1377,1673,187,234,50000-100000,29.99,58,73,0,0,0,38,0
16943,704300,bartender vr simulator,2018-02-09,1,VR Factory,VR Factory,0,31,9,0,0,0-20000,14.99,0,0,0,0,23,0,0
16944,704310,lumberjack vr,2017-10-13,1,Erik Brunnström,Erik Brunström,6,8,3,0,0,0-20000,2.89,21,0,0,21,0,0,0
16945,704350,captain 13 beyond the hero,2017-09-29,1,Zombie Soup,Zombie Soup,29,1,1,0,0,0-20000,2.79,21,0,21,0,0,0,0
16946,704360,sacralith the archers tale,2018-05-17,1,Odd Meter,Odd Meter,9,92,6,0,0,0-20000,14.99,46,45,0,0,43,24,0
16947,704370,water pipeline,2017-09-11,1,Boogygames Studios,Boogygames Studios,0,1,2,0,0,0-20000,1.59,0,21,21,21,0,0,21
16948,704430,space survivors shooter,2019-04-18,1,Maurice Fernitz;Felix Gillmann;Enrico Przibilla;Robert Schuricht,Maurice Fernitz,0,1,1,0,0,0-20000,3.99,21,0,21,0,0,0,0
16949,704440,nimble fish,2017-09-12,1,For Kids,For Kids,13,31,1,0,0,0-20000,0.79,0,0,31,31,0,0,0
16950,704450,neverwinter nights,2018-03-27,1,Beamdog,Beamdog,0,966,278,65,65,100000-200000,15.49,0,9,0,0,0,23,0
16951,704460,surviving in the forest,2017-09-20,1,Dexion Games,Dexion Games,5,9,25,1,1,0-20000,0.79,0,0,21,21,21,0,21
16952,704470,vr furballs demolition,2018-11-09,1,Gamily Studios,Gamily Studios,480,108,1,0,0,0-20000,11.49,0,0,23,23,0,0,0
16953,704480,durak,2017-09-14,1,Funghisoft,Funghisoft,0,18,4,0,0,0-20000,1.59,0,0,32,32,32,0,32
16954,704490,caves,2017-09-20,1,Dexion Games,Dexion Games,5,4,20,1,1,0-20000,0.79,0,0,23,21,19,0,19
16955,704500,magic and challenge rpg,2017-09-20,1,Dexion Games,Dexion Games,5,6,7,1,1,0-20000,0.79,0,0,20,20,0,0,0
16956,704510,mercury fallen,2017-10-16,1,Nitrous Butterfly,Nitrous Butterfly,0,51,9,0,0,0-20000,15.49,0,0,0,21,23,0,24
16957,704640,evolution of ages settlements,2018-08-03,1,TREON Games,TREON Games,106,119,19,0,0,0-20000,14.49,0,0,0,20,21,0,21
16958,704660,maze trials,2017-10-09,1,JB,JB,11,1,0,0,0,0-20000,1.69,0,22,22,22,0,0,0
16959,704670,inexplicable geeks dawn of just us,2018-05-03,1,Stegalosaurus Game Development,Stegalosaurus Game Development,29,2,0,0,0,0-20000,7.19,0,21,0,21,0,10,0
16960,704680,amplitude a visual novel,2017-09-05,1,Ceylon Entertainment,Ceylon Entertainment,10,25,5,0,0,0-20000,7.99,0,0,23,22,22,0,21
16961,704690,elisa seduce the innkeeper,2017-09-25,1,Neoclassic Games,Neoclassic Games,9,96,38,0,0,20000-50000,3.99,0,24,23,20,0,0,0
16962,704700,tryon,2017-09-14,1,Another Noname,Another Noname,0,5,0,0,0,0-20000,0.79,0,0,31,31,0,0,0
16963,704750,uplands motel,2017-09-12,1,GuraShop,GuraShop,0,1,2,0,0,0-20000,5.59,21,21,0,21,0,0,0
16964,704760,grimrush,2017-11-30,1,Merge Heroes,Pohjoinen Pelinkehitys ry,17,9,3,0,0,0-20000,2.89,21,0,0,21,0,0,0
16965,704830,esports life ep1 dreams of glory,2017-11-30,1,U-Play Online,U-Play Online;Raiser Games,35,93,75,0,0,0-20000,15.49,0,0,0,21,24,0,22
16966,704840,the walking vegetables,2017-09-27,1,Still Running,Merge Games;Tagstar Games,22,115,7,0,0,0-20000,6.99,27,0,0,23,0,0,0
16967,704850,thief simulator,2018-11-09,1,Noble Muffins,PlayWay S.A.,24,1854,528,133,147,100000-200000,15.49,63,75,15,56,115,60,29
16968,704860,keepsake,2018-04-17,1,Wicked Studios,Wicked Studios,14,59,6,0,0,0-20000,0.79,0,34,22,24,0,0,0
16969,704880,tridents wake,2019-02-21,1,Bacus Studios,Graffiti Games,26,20,13,0,0,0-20000,11.39,33,0,0,0,0,0,0
16970,704910,tenta shooter the,2017-12-08,1,Rakugaki Games,Henteko Doujin,0,67,2,0,0,0-20000,6.99,21,0,31,12,0,14,0
16971,704940,box it,2018-06-04,1,Phoenix Coalition,Phoenix Coalition,4,0,4,0,0,0-20000,3.99,0,0,21,21,0,11,0
16972,704950,scarletts dungeon,2017-09-21,1,Johnny Ginard,Johnny Ginard,0,29,11,0,0,0-20000,1.99,21,22,0,21,0,0,0
16973,704990,oses,2017-09-14,1,Hifire Game Studio,Hifire Game Studio,12,4,1,0,0,0-20000,2.89,22,0,0,20,0,0,20
16974,705020,bottom of the 9th,2017-10-11,1,Handelabra Games Inc.,Handelabra Games Inc.,17,11,2,0,0,0-20000,4.99,0,0,0,20,0,0,21
16975,705050,apocalypse showcase,2018-10-18,1,Harley Game Studios,Harley GW Dolton,19,7,10,0,0,0-20000,5.19,34,0,0,0,0,0,0
16976,705060,infernales,2017-11-10,1,VGstudio,VGstudio,0,18,29,0,0,0-20000,4.79,24,23,0,23,0,0,0
16977,705070,feminazi 3000,2017-09-19,1,Paradox Terminal,Back To Basics Gaming,12,26,33,1,1,0-20000,0.79,0,0,22,22,0,0,0
16978,705090,trivia vault super heroes trivia 2,2017-09-12,1,Ripknot Systems,Ripknot Systems,5000,21,13,0,0,0-20000,9.99,21,0,21,21,22,0,21
16979,705100,marshmallow melee,2017-10-06,1,TriHelix LLC,TriHelix LLC,0,63,12,0,0,0-20000,10.99,21,31,0,31,0,0,32
16980,705120,death coming,2017-11-06,1,NEXT Studios,NEXT Studios,18,1966,187,127,149,100000-200000,4.99,0,25,44,0,0,0,38
16981,705150,rhythm world master project,2018-02-13,1,Extra Dimension,Extra Dimension,0,58,17,0,0,0-20000,3.99,0,0,20,21,21,0,0
16982,705210,cube racer,2017-10-30,1,Simon Blasen,Simon Blasen,19,9,2,0,0,0-20000,0.0,21,0,21,21,0,0,0
16983,705220,tactical monsters rumble arena,2018-01-31,1,Camex Games,Camex Games,0,3480,387,229,243,200000-500000,0.0,13,42,0,42,0,0,69
16984,705230,ingameexe,2017-09-25,1,Blind Recluse,Blind Recluse,0,1,5,0,0,0-20000,1.69,22,0,0,21,0,0,0
16985,705240,boom box blue,2017-12-11,1,VaragtP,VaragtP,35,24,1,0,0,0-20000,0.79,22,0,21,21,0,0,0
16986,705250,cross set infinity,2017-10-27,1,Cuveet Story,Cuveet Story,28,13,3,0,0,0-20000,3.99,0,0,21,21,0,0,0
16987,705260,waste cleaner,2017-09-22,1,Logic Droid,Alexandr Versebeliuc,9,9,9,0,0,0-20000,4.99,0,0,0,31,21,0,0
16988,705280,hakoniwa explorer plus,2018-06-06,1,suxamethonium,AGM PLAYISM,0,174,34,0,0,0-20000,7.19,44,19,20,42,0,18,0
16989,705290,strange telephone,2019-01-21,1,HZ3 Software,AGM PLAYISM,8,112,24,0,0,0-20000,3.99,0,56,54,57,0,37,0
16990,705300,suicide adventures,2017-09-22,1,Idea Cabin,Idea Cabin,0,12,16,0,0,0-20000,0.79,0,21,21,21,0,0,0
16991,705370,the cursed tower,2018-02-05,1,Mohsin Rizvi,Mohsin Rizvi,0,49,32,0,0,0-20000,0.0,24,25,25,26,0,0,0
16992,705380,galactic shipwright,2018-10-05,1,NanoidGames,NanoidGames,8,20,2,0,0,0-20000,3.99,21,0,0,22,21,0,0
16993,705390,ayas journey,2017-09-06,1,Boogygames Studios,Boogygames Studios,0,6,7,0,0,0-20000,1.99,0,30,0,31,0,11,28
16994,705400,crankies workshop bozzbot assembly,2017-09-13,1,Crankies Smartworks,VT Publishing,5000,24,43,0,0,0-20000,3.99,20,0,21,21,22,0,20
16995,705410,world war party game of trump,2017-11-04,1,bad monkee,bad monkee,0,20,11,0,0,0-20000,0.0,23,0,0,19,0,0,20
16996,705420,crankies workshop grizzbot assembly,2017-09-12,1,Crankies Smartworks,VT Publishing,5000,28,39,0,0,0-20000,3.99,22,0,23,21,22,0,23
16997,705430,crankies workshop lerpbot assembly,2017-09-13,1,Crankies Smartworks,VT Publishing,5000,18,17,0,0,0-20000,3.99,21,0,21,21,21,0,21
16998,705440,onager,2017-09-22,1,rusty games,rusty games,0,3,1,0,0,0-20000,0.79,21,0,21,21,20,0,0
16999,705450,wunderdoktor,2017-10-11,1,Ghostbutter,Ghostbutter,22,45,4,0,0,0-20000,6.99,21,22,0,32,0,0,0
17000,705500,tiny bubbles,2018-05-08,1,Pine Street Codeworks LLC,Pine Street Codeworks LLC,35,21,0,0,0,0-20000,7.19,0,0,24,22,47,0,20
17001,705530,wizard hunter 2348,2018-07-16,1,Foxwarrior Productions,Foxwarrior Productions,35,4,0,0,0,0-20000,3.99,31,0,0,21,0,0,0
17002,705550,burgle bros,2017-11-29,1,Fowers Games,Fowers Games,0,6,2,0,0,0-20000,3.99,0,21,0,21,0,0,0
17003,705610,where they cremate the roadkill,2017-09-29,1,The Gunseed Collab,The Gunseed Collab,0,36,12,0,0,0-20000,7.19,21,0,0,21,0,0,0
17004,705620,hellmut the badass from hell,2018-02-27,1,Volcanicc,Grindstone,22,31,5,0,0,0-20000,10.99,22,0,0,23,0,0,0
17005,705640,back to the egg tower defense,2017-12-27,1,JaudaLabs,JaudaLabs,5,15,11,0,0,0-20000,7.19,17,11,12,35,0,0,35
17006,705670,ballz farm,2018-01-23,1,UNIOCS,UNIOCS,30,39,3,1,1,0-20000,0.79,23,0,23,21,0,12,0
17007,705710,sense of the devil,2017-09-22,1,Racing Bros,ANPA.US,1011,29,59,0,0,20000-50000,0.79,24,0,0,22,0,0,0
17008,705740,car demolition clicker,2018-07-05,1,Blue Sunset Games,Blue Sunset Games,22,27,15,0,0,0-20000,5.19,36,0,35,36,0,12,0
17009,705750,american patriots boston tea party,2017-09-19,1,Cult Software,Cult Software,2,34,5,0,0,0-20000,0.79,0,0,0,0,0,0,23
17010,705780,ancient future,2018-01-26,1,Binary Fusion,Binary Fusion,15,6,1,0,0,0-20000,3.99,26,0,0,25,0,0,0
17011,705800,astroe,2017-09-29,1,Superstruct,Superstruct,0,5,3,0,0,0-20000,0.0,21,0,0,21,0,0,0
17012,705810,wuxing masterccg,2018-01-08,0,"Chengdu Touch Times Technology Co., Ltd","Chengdu Touch Times Technology Co., Ltd",0,123,46,437,437,20000-50000,0.0,0,0,0,23,0,0,28
17013,705840,fakesupersonia,2017-10-05,1,Fake GO,Fake GO,0,15,18,0,0,0-20000,0.79,21,0,20,22,0,0,0
17014,705860,spacewalker,2018-01-03,1,TM xR Lab,TM xR Lab,0,9,3,0,0,0-20000,0.0,0,0,22,0,0,0,0
17015,705870,echo grotto,2017-09-20,1,Gaugepunk Games,Gaugepunk Games,0,31,3,0,0,0-20000,5.79,0,21,21,21,0,0,0
17016,705920,empress of gold,2017-11-28,1,Tobop Productions,Tobop Productions,0,3,0,0,0,0-20000,0.79,0,0,0,21,0,0,0
17017,705930,the trace,2017-10-18,0,shenzhen YuHui Technologyco.LTD,shenzhen YuHui Technologyco.LTD,0,1,1,0,0,0-20000,7.19,0,21,0,0,0,0,0
17018,706010,the unseen,2017-10-27,1,Dynasty Interactive Ltd,Dynasty Interactive Ltd,0,1,2,0,0,0-20000,7.19,22,0,22,20,0,0,20
17019,706020,fade to silence,2017-12-14,1,Black Forest Games,THQ Nordic,45,292,133,0,0,0-20000,24.99,14,12,0,0,0,31,0
17020,706030,parking cop simulator,2017-12-15,1,Shoho Games,Shoho Games,12,7,2,0,0,0-20000,1.59,0,0,22,20,29,0,0
17021,706130,far from noise,2017-11-14,1,George Batchelor,George Batchelor,9,88,9,0,0,0-20000,5.99,0,0,21,22,0,0,0
17022,706200,celtabula,2017-09-17,1,Skip32,Skip32,0,5,2,0,0,0-20000,0.79,0,0,22,22,0,0,0
17023,706210,haul asteroid,2017-10-12,1,Real Maxwell,Real Maxwell LLC,10,0,1,0,0,0-20000,0.79,20,0,21,21,0,0,0
17024,706240,gravity light,2018-05-15,1,Ruskija game experience,Tero Lunkka,0,11,2,0,0,0-20000,0.79,23,22,21,21,0,0,0
17025,706270,space zombies invasion,2018-03-02,1,Dreamlike Arts Games,Dreamlike Arts Games,21,2,0,0,0,0-20000,0.99,21,21,21,21,0,0,0
17026,706280,devil in the pines,2017-09-29,1,Rebelware Games,Rebelware Games,3,17,3,0,0,0-20000,2.79,0,0,0,21,0,0,0
17027,706320,trivia vault mini mixed trivia,2017-09-15,1,Ripknot Systems,Ripknot Systems,5000,23,14,0,0,0-20000,9.99,21,0,21,21,21,0,21
17028,706330,trivia vault mini mixed trivia 2,2017-09-17,1,Ripknot Systems,Ripknot Systems,5000,21,13,0,0,0-20000,9.99,21,0,21,21,22,0,21
17029,706350,mari and the black tower,2017-10-03,1,Joshua Keith,Joshua Keith,9,3,0,0,0,0-20000,1.69,0,0,0,21,0,0,0
17030,706370,logistical usa oregon,2017-09-19,1,Sacada,Sacada,658,4,1,0,0,0-20000,2.79,0,0,21,21,0,0,21
17031,706380,logistical norway,2017-09-22,1,Sacada,Sacada,1018,1,1,0,0,0-20000,4.99,0,0,21,21,0,0,21
17032,706390,logistical chile,2017-09-29,1,Sacada,Sacada,332,6,2,0,0,0-20000,1.59,0,0,21,21,0,0,21
17033,706490,little hidden city,2018-02-28,1,3dinvis games,3dinvis games,101,71,57,0,0,0-20000,1.69,0,31,32,33,0,13,0
17034,706510,somos,2018-11-08,1,Sideline,Sideline,33,18,0,0,0,0-20000,5.79,31,0,31,31,0,11,0
17035,706560,jimmy and the pulsating mass,2018-08-07,1,Kasey Ozymy,Kasey Ozymy,0,136,9,0,0,0-20000,10.99,0,0,0,28,0,0,0
17036,706570,the seven stages,2018-07-24,1,Weston Bell-Geddes,Silver Side Studios,3,3,2,0,0,0-20000,9.29,21,21,21,21,0,0,0
17037,706690,megatronic void,2017-09-20,1,Firestorm Entertainment,Firestorm Entertainment,0,1,9,0,0,0-20000,2.79,32,0,0,30,0,0,0
17038,706710,close your eyes anniversary remake,2018-12-21,1,Yai Gameworks,Yai Gameworks,49,13,2,0,0,0-20000,3.99,0,22,0,23,0,0,0
17039,706840,castaway vr,2018-10-11,1,MC Games,MC Games,0,16,26,0,0,0-20000,11.39,0,22,0,22,0,0,0
17040,706880,austen translation,2018-05-01,1,Worthing & Moncrieff,Worthing & Moncrieff,24,11,4,0,0,0-20000,4.99,0,0,21,19,0,0,19
17041,706920,1chimera of tactics 1,2017-09-27,1,自由愉悦小黄猫(Free pleasure little yellow cat),自由愉悦小黄猫(Free pleasure little yellow cat),11,30,5,0,0,0-20000,0.79,0,13,0,32,0,11,31
17042,706960,super slime arena,2018-01-23,1,JellyTeam,JellyTeam,27,36,10,0,0,0-20000,11.39,36,0,33,37,0,0,0
17043,706990,blockpost,2019-04-25,1,Skullcap Studios,Skullcap Studios,0,2703,1084,0,0,500000-1000000,0.0,48,0,0,34,0,0,0
17044,707000,aw nutz,2017-09-28,1,Renaissance,Renaissance,2,2,4,0,0,0-20000,3.99,0,0,21,21,0,0,0
17045,707010,will to live online,2018-04-05,1,AlphaSoft LLC,AlphaSoft LLC,51,1061,427,2951,5759,50000-100000,9.29,40,0,0,47,0,0,0
17046,707060,beast quest,2018-03-13,1,Torus Games,Maximum Games,24,1,8,0,0,0-20000,29.99,22,21,0,0,0,0,0
17047,707110,anahita,2017-12-26,1,Clickteam,Clickteam,0,6,3,0,0,0-20000,1.69,0,21,0,0,0,0,0
17048,707140,chess,2017-09-19,1,baKno Games,baKno Games,0,1,14,0,0,0-20000,3.99,0,0,21,21,21,0,21
17049,707220,the base,2018-05-25,1,GMGame,GMGame,0,4,3,0,0,0-20000,0.79,0,0,0,22,0,0,24
17050,707230,prison chainball massacre,2017-11-09,1,Svarog Studios,Back To Basics Gaming,11,10,4,0,0,0-20000,1.69,22,0,21,21,0,0,0
17051,707300,hatsune miku vr vr,2018-03-08,1,Crypton Future Media,Degica,78,259,85,0,0,20000-50000,19.49,28,0,0,0,0,0,0
17052,707320,keatz the lonely bird,2018-01-17,1,Anamik Majumdar,Anamik Majumdar,14,6,4,0,0,0-20000,1.99,21,10,0,31,0,10,0
17053,707350,damascus gear operation osaka edition,2018-03-06,1,Arc System Works,Arc System Works,20,9,4,0,0,0-20000,15.49,24,0,0,0,0,0,0
17054,707370,crankies workshop whirlbot assembly,2017-09-16,1,Crankies Smartworks,VT Publishing,5000,15,18,0,0,0-20000,3.99,19,0,21,20,18,0,18
17055,707380,crankies workshop zazzbot assembly,2017-09-14,1,Crankies Smartworks,VT Publishing,5000,19,22,1,1,0-20000,3.99,0,0,21,0,20,0,0
17056,707400,attack of insects,2017-09-15,1,BadWolf Games,BadWolf Games,0,55,14,0,0,0-20000,5.19,22,21,0,22,0,0,0
17057,707450,march to glory,2018-04-13,1,Shenandoah Studio,Slitherine Ltd.,0,13,11,0,0,0-20000,15.49,0,0,0,0,0,0,22
17058,707470,jumpfist,2017-09-19,1,BoomCat Studios,BoomCat Studios,10,2,0,0,0,0-20000,0.79,30,0,31,31,0,0,0
17059,707560,crucible trails initial rupture,2018-03-02,1,Masters Interactive,Audacious Games,0,3,1,0,0,0-20000,3.99,20,20,0,20,0,0,0
17060,707580,affected the manor,2017-10-03,1,Fallen Planet Studios,Fallen Planet Studios,0,71,17,0,0,0-20000,5.99,0,0,0,21,0,0,0
17061,707590,defense clicker,2017-10-31,1,Albatros Softworks,Albatros Softworks,315,58,21,0,0,0-20000,0.0,0,0,23,0,0,0,21
17062,707610,food mahjong,2017-09-17,1,Mahjong Game,Mahjong Game,0,4,2,0,0,0-20000,1.59,0,21,21,21,0,0,21
17063,707680,slapshot,2019-03-08,1,Glacier Labs,Glacier Labs,0,517,138,17,19,100000-200000,0.0,0,0,0,25,0,0,0
17064,707720,ragna maya,2017-09-08,1,Peter Junior Leonar,Peter Junior Leonar,50,6,5,0,0,0-20000,3.99,22,24,22,21,0,0,20
17065,707750,drumsim,2017-09-25,1,The Holodeck,Revintu,0,3,5,0,0,0-20000,1.59,0,0,20,0,20,0,0
17066,707770,tactics 2 war,2017-09-22,1,Capt McCay Soft,Capt McCay Soft,0,3,6,0,0,0-20000,154.99,21,0,0,0,21,0,32
17067,707850,jigsaw puzzles,2017-09-17,1,Boogygames Studios,Boogygames Studios,0,5,2,0,0,0-20000,1.59,0,21,21,21,0,0,21
17068,707860,the power factory,2017-09-29,1,Mathias,Mathias,0,2,4,0,0,0-20000,4.79,0,0,0,21,22,0,22
17069,707870,hooboy,2017-09-29,1,Anatoly Konstantinov,Anatoly Konstantinov,7,85,35,0,0,20000-50000,1.69,0,25,24,35,0,0,0
17070,707920,analemma,2017-10-25,1,Mugle Studio,Mugle Studio,35,10,9,0,0,0-20000,7.19,0,20,20,21,0,0,0
17071,707960,i was here,2017-10-05,1,Okinawa Sunrise,Okinawa Sunrise,177,6,6,0,0,0-20000,2.89,0,31,41,41,0,23,0
17072,708100,a boy and his beard,2018-02-09,1,Pixel Island,Pixel Island,0,36,15,0,0,0-20000,0.0,24,0,23,23,0,0,0
17073,708120,printer forge 3d,2017-10-16,1,PF3D,PF3D,0,6,5,0,0,0-20000,32.99,0,0,0,0,0,0,0
17074,708140,trielement,2017-09-25,1,Infinity Arc Studios,Infinity Arc Studios,17,2,0,0,0,0-20000,1.99,22,0,22,22,0,0,0
17075,708150,lost artifacts ancient tribe survival,2018-02-01,1,Creobit,8Floor,23,24,4,0,0,0-20000,3.99,0,0,32,0,0,0,20
17076,708160,yokai mask,2018-09-20,0,CATE,CATE,0,10,1,0,0,0-20000,1.69,0,31,0,31,0,0,0
17077,708190,code world,2017-09-11,1,Fewjix,Fewjix,0,14,10,0,0,0-20000,3.99,0,0,0,21,0,0,0
17078,708260,text wormhole,2017-11-02,1,Elknight,Elknight,15,43,5,0,0,0-20000,5.19,32,0,21,31,0,0,0
17079,708280,bobbi_cities,2017-10-23,1,"Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd",0,2,0,0,0,0-20000,6.99,21,21,21,0,0,0,21
17080,708300,fluffy friends,2017-09-19,1,For Kids,For Kids,43,29,9,0,0,0-20000,1.59,0,0,35,35,0,0,0
17081,708310,infinite gravity,2018-03-21,1,Gravity Wave Interactive,Gravity Wave Interactive,58,35,12,0,0,0-20000,7.19,0,21,0,21,21,0,0
17082,708340,shark simulator,2017-11-22,1,Aerilon Studios,Aerilon Studios,17,108,28,300,300,20000-50000,0.0,25,0,24,25,25,0,0
17083,708370,reboant demo,2017-11-22,1,DarkLord,Dome VR,0,33,20,0,0,0-20000,0.79,21,21,0,0,0,0,0
17084,708430,kamikaze cube,2017-09-15,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,24,14,22,0,0,0-20000,1.59,0,21,0,21,0,0,0
17085,708450,pembrey,2018-02-19,1,CrackedGhostGames,Raster_Entertainment,0,14,5,0,0,20000-50000,0.79,21,21,0,21,0,0,0
17086,708480,little people,2017-09-19,1,Daniil Hasanov,Blue Whale Games,0,5,8,0,0,0-20000,0.79,22,21,0,21,0,0,0
17087,708510,the promethium effect the idle clicker mmo,2017-11-27,1,Zendo Games,Zendo Games,0,4,11,0,0,0-20000,1.59,31,0,31,31,0,0,0
17088,708580,the exorcist legion vr chapter 1 first rites,2017-11-22,1,Wolf & Wood Interactive Ltd,"LegionVR, LLC;Fun Train",31,140,36,0,0,0-20000,3.99,21,22,21,0,21,0,0
17089,708630,little adventurer 2,2017-09-21,1,HuBiao,HuBiao,0,0,5,0,0,0-20000,0.79,0,21,11,0,0,0,0
17090,708640,nudist beach survival simulator,2017-09-28,1,Tornado Games,Tornado Games,27,21,3,0,0,0-20000,1.59,0,0,0,21,22,0,0
17091,708680,octopus bar,2017-09-22,1,Thomas Meduri,VRNOVO,4,54,3,0,0,20000-50000,0.0,22,21,22,23,0,0,0
17092,708710,defend your castle,2017-10-18,1,XGen Studios,XGen Studios,0,7,5,0,0,0-20000,3.99,21,0,21,43,0,11,23
17093,708760,social club vr casino nights,2018-06-21,1,Perilous Orbit,Perilous Orbit,32,35,6,0,0,0-20000,15.49,0,0,22,20,22,0,22
17094,708780,slam fighter 2,2017-11-17,1,Team Dogpit,Team Dogpit,16,12,0,0,0,0-20000,3.99,0,0,22,34,0,11,0
17095,708790,fantasy world,2018-01-16,1,LaserStone,Dagestan Technology,24,9,5,0,0,0-20000,2.79,0,21,21,21,0,0,21
17096,708800,dungeons of kremlin,2017-10-20,1,Uncle Frost Team,Dagestan Technology,0,42,20,0,0,0-20000,2.79,29,0,0,24,0,0,0
