,appid,name,release_date,english,developer,publisher,platforms,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
239,332310,lego worlds,2017-03-07,1,TT Games;Traveller's Tales,Warner Bros. Interactive Entertainment,windows,0,71,9013,2738,723,783,500000-1000000,24.99,183,lego worlds,3,2017,141835,3395 hours,41465,31,1343,190,4,41.78
240,333420,cossacks 3,2016-09-20,1,GSC Game World,GSC Game World,windows;linux,0,103,4298,1432,596,638,500000-1000000,14.99,118,cossacks 3,9,2016,191679,2599 hours,15937,43,602,266,3,73.75
241,334230,town of salem,2014-12-15,1,BlankMediaGames,BlankMediaGames,windows;mac,0,361,13329,2112,2101,927,500000-1000000,3.99,174,town of salem,11,2018,273341,4071 hours,44307,28,1312,380,5,67.14
242,335300,dark souls ii scholar of the first sin,2015-04-01,1,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc",windows,16,38,25959,4289,3189,2442,1000000-2000000,29.99,143,dark souls ii scholar of the first sin,7,2020,855256,43903 hours,40972,109,4028,1151,59,19.48
243,337000,deus ex mankind divided,2016-08-23,1,Eidos Montreal;Feral Interactive (Linux);Feral Interactive (Mac),Square Enix;Feral Interactive (Linux);Feral Interactive (Mac),windows;mac;linux,18,81,16023,7344,798,977,1000000-2000000,19.99,152,deus ex mankind divided,9,2016,136931,10856 hours,7532,63,3426,190,15,12.61
244,338090,atlas,2015-01-08,0,ARTDINK,Degica,windows,0,0,4,3,0,0,0-20000,18.99,150,atlas,1,2020,541188,30326 hours,3553,111,1718,728,40,17.85
245,344760,reign of kings,2015-12-15,1,Code}{atch,Code}{atch,windows,0,0,8076,5997,3498,3322,200000-500000,7.19,149,reign of kings,6,2016,139874,1433 hours,3432,14,244,194,1,97.61
246,346110,ark survival evolved,2017-08-27,1,Studio Wildcard;Instinct Games;Efecto Studios;Virtual Basement LLC,Studio Wildcard,windows;mac;linux,0,32,145035,66603,14154,1470,5000000-10000000,44.99,49,ark survival evolved,4,2021,5068243,278648 hours,41143,729,23231,7049,387,18.19
247,349040,naruto shippuden ultimate ninja storm 4,2016-02-04,1,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,windows,0,53,17336,3456,767,635,1000000-2000000,24.99,156,naruto shippuden ultimate ninja storm 4,2,2017,199102,12397 hours,19689,77,4036,296,18,16.06
248,350640,sherlock holmes the devils daughter,2016-06-10,1,Frogwares,Bigben Interactive,windows,0,25,2299,812,216,429,200000-500000,29.99,102,sherlock holmes the devils daughter,6,2016,236328,2346 hours,29358,30,386,328,3,100.74
249,351510,quiplash,2015-06-30,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,10,359,45,0,0,100000-200000,6.99,180,quiplash,11,2016,122599,2903 hours,13208,30,1214,170,4,42.23
250,356190,middleearth shadow of war,2017-10-09,1,Monolith Productions,WB Games,windows,18,72,19813,5633,1587,1265,1000000-2000000,34.99,153,middleearth shadow of war,3,2018,265149,5284 hours,18900,24,1784,356,7,50.18
251,356650,deaths gambit,2018-08-13,1,White Rabbit,Adult Swim Games,windows,0,34,1057,417,0,0,50000-100000,14.99,85,deaths gambit,8,2018,876286,16217 hours,36456,202,2962,1179,21,54.04
252,357190,ultimate marvel vs capcom 3,2017-03-06,1,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",windows,0,47,1386,201,54,54,100000-200000,19.99,123,ultimate marvel vs capcom 3,7,2017,386826,1749 hours,88274,11,805,520,2,221.17
253,359310,evoland 2,2015-08-25,1,Shiro Games,Shiro Games,windows;mac,0,38,2887,428,198,198,200000-500000,14.99,157,evoland 2,2,2016,142542,590 hours,8487,6,107,205,0,241.6
254,359320,elite dangerous,2015-04-02,1,Frontier Developments,Frontier Developments,windows,0,0,26143,11006,4545,2579,1000000-2000000,19.99,187,elite dangerous,2,2019,251229,23085 hours,4782,93,2345,374,34,10.88
255,359350,defunct,2016-01-29,1,Freshly Squeezed,SOEDESCO Publishing,windows,0,28,320,72,0,0,50000-100000,6.99,193,defunct,7,2016,163697,106 hours,110121,7,25,220,0,1544.31
256,359550,tom clancys rainbow six siege,2015-12-01,1,Ubisoft Montreal,Ubisoft,windows,0,0,251178,59620,7504,2543,5000000-10000000,16.99,14,tom clancys rainbow six siege,4,2021,24165335,1095416 hours,138589,3308,135325,33609,1523,22.06
257,359870,final fantasy xx2 remaster,2016-05-12,1,Square Enix,Square Enix,windows,12,69,6334,723,596,682,500000-1000000,19.99,107,final fantasy xx2 remaster,6,2016,216598,22127 hours,4859,67,2572,301,30,9.79
258,359960,choice chamber,2015-07-16,1,Studio Bean,Studio Bean,windows,0,34,142,62,304,304,100000-200000,6.99,177,choice chamber,4,2016,122710,1179 hours,25929,13,444,170,1,104.08
259,360430,mafia 3,2016-10-06,1,Hangar 13;Aspyr (Mac),2K;Aspyr (Mac),windows;mac,18,85,13366,13650,564,548,1000000-2000000,34.99,193,mafia 3,11,2016,113676,20179 hours,5078,71,4386,158,28,5.63
260,360830,yookalaylee,2017-04-11,1,Playtonic Games,Team17 Digital Ltd,windows;mac;linux,0,35,2434,791,57,57,200000-500000,34.99,65,yookalaylee,4,2017,672344,27601 hours,36126,413,4491,935,38,24.36
261,360940,the mean greens plastic warfare,2015-12-08,1,Virtual Basement LLC;Code Headquarters LLC,Virtual Basement LLC,windows;linux,0,24,5043,1370,73,69,200000-500000,3.99,200,the mean greens plastic warfare,6,2016,92460,188 hours,20986,9,79,128,0,491.81
262,361420,astroneer,2019-02-05,1,System Era Softworks,System Era Softworks,windows,0,54,28375,5246,1213,1089,1000000-2000000,23.79,122,astroneer,3,2019,550548,21059 hours,6420,75,3473,740,28,26.14
263,362490,exanima,2015-04-29,1,Bare Mettle Entertainment,Bare Mettle Entertainment,windows,0,0,2804,806,547,547,100000-200000,10.99,174,exanima,7,2018,309280,1063 hours,29705,15,221,416,1,290.95
264,362890,black mesa,2015-05-05,1,Crowbar Collective,Crowbar Collective,windows;linux,0,25,14113,999,715,794,1000000-2000000,14.99,85,black mesa,3,2020,1186651,22545 hours,35028,96,3762,1597,30,52.63
265,362960,tyranny,2016-11-10,1,Obsidian Entertainment,Paradox Interactive,windows;mac;linux,0,70,6121,1001,1570,1899,200000-500000,23.79,110,tyranny,11,2016,275413,6105 hours,20863,97,880,383,8,45.11
266,363680,battlefleet gothic armada,2016-04-21,1,Tindalos Interactive,Focus Home Interactive,windows,0,50,3048,1435,856,1647,200000-500000,24.99,176,battlefleet gothic armada,4,2016,122976,3914 hours,5338,46,625,171,5,31.42
267,364360,total war warhammer,2016-05-24,1,CREATIVE ASSEMBLY;Feral Interactive (Linux);Feral Interactive (Mac),SEGA;Feral Interactive (Linux);Feral Interactive (Mac),windows;mac;linux,0,185,29826,9878,3610,4356,1000000-2000000,39.99,146,total war warhammer,9,2017,244549,9696 hours,4515,36,1167,340,13,25.22
268,364470,the elder scrolls legends,2017-05-31,1,"Sparkypants Studios, LLC",Bethesda Softworks,windows;mac,0,0,5365,2099,448,214,1000000-2000000,0.0,195,the elder scrolls legends,11,2019,242538,4468 hours,892,18,266,337,6,54.28
269,365160,kona,2017-03-17,1,Parabole,Parabole;Ravenscourt,windows;mac;linux,0,35,1339,271,63,63,200000-500000,13.0,177,kona,3,2017,148057,2067 hours,35430,31,536,199,2,71.63
270,365360,battle brothers,2017-03-24,1,Overhype Studios,Overhype Studios,windows,0,89,5181,709,0,0,100000-200000,22.99,151,battle brothers,8,2020,789624,9614 hours,3942,55,520,1062,12,82.13
271,365590,tom clancys the division,2016-03-07,1,Massive Entertainment,Ubisoft,windows,18,0,49832,25607,4252,1952,2000000-5000000,41.99,129,tom clancys the division,2,2019,486722,77389 hours,5256,240,11079,725,115,6.29
272,365960,rfactor 2,2015-11-12,1,Studio 397,Studio 397,windows,0,25,1057,227,0,0,100000-200000,25.79,161,rfactor 2,6,2020,645424,3489 hours,62961,54,490,897,4,184.99
273,366910,the long journey home,2017-05-30,1,Daedalic Studio West,Daedalic Entertainment,windows;mac,0,69,826,437,282,282,50000-100000,26.99,152,the long journey home,5,2017,200259,908 hours,28972,46,227,269,1,220.55
274,367450,poly bridge,2016-07-12,1,Dry Cactus,Dry Cactus,windows;mac;linux,0,22,4112,520,168,175,500000-1000000,7.19,189,poly bridge,10,2019,313184,1106 hours,28104,9,440,421,1,283.17
275,367500,dragons dogma dark arisen,2016-01-15,1,Capcom,Capcom,windows,0,59,12856,1688,1355,1137,1000000-2000000,23.99,121,dragons dogma dark arisen,2,2020,656883,5033 hours,27620,20,646,945,7,130.52
276,367520,hollow knight,2017-02-24,1,Team Cherry,Team Cherry,windows;mac;linux,0,63,40167,1927,1286,1245,1000000-2000000,10.99,148,hollow knight,4,2021,1175037,85114 hours,19766,238,10681,1634,118,13.81
277,368070,sniper ghost warrior 3,2017-04-24,1,CI Games,CI Games,windows,0,48,2973,2465,1800,1800,200000-500000,23.79,121,sniper ghost warrior 3,4,2017,286132,3678 hours,32466,67,1039,397,5,77.8
278,368340,crosscode,2018-09-20,1,Radical Fish Games,Deck13;WhisperGames;DANGEN Entertainment;Mayflower Entertainment,windows;mac;linux,0,86,6219,336,0,0,200000-500000,14.99,188,crosscode,10,2018,238627,7902 hours,16151,36,869,321,10,30.2
279,368360,60 seconds,2015-05-25,1,Robot Gentleman,Robot Gentleman,windows;mac,0,56,5528,1492,231,235,500000-1000000,6.99,147,60 seconds,8,2019,402052,2052 hours,23955,15,918,541,2,195.93
280,368430,through the woods,2016-10-27,1,Antagonist,1C Entertainment,windows,0,27,461,164,0,0,20000-50000,15.99,147,through the woods,10,2016,187158,839 hours,35636,47,314,251,1,223.07
281,369440,immortal unchained,2018-09-07,1,Toadman Interactive,Toadman Interactive,windows,0,43,365,139,0,0,0-20000,24.99,132,immortal unchained,9,2018,428410,4306 hours,26724,39,704,595,5,99.49
282,371200,halcyon 6 starbase commander,2016-09-08,1,"Massive Damage, Inc.","Massive Damage, Inc.",windows;mac;linux,0,69,1043,205,283,283,50000-100000,10.99,167,halcyon 6 starbase commander,9,2016,117101,1299 hours,4786,15,279,162,1,90.15
283,371660,far cry primal,2016-02-29,1,Ubisoft,Ubisoft,windows,18,0,8428,2633,949,923,500000-1000000,41.99,199,far cry primal,4,2016,103151,21729 hours,7969,65,5256,143,30,4.75
284,373420,divinity original sin,2015-10-27,1,Larian Studios,Larian Studios,windows;mac;linux,0,54,10601,1201,1559,1190,1000000-2000000,29.99,119,divinity original sin,9,2017,343991,6984 hours,14239,29,1132,478,9,49.25
285,374320,dark souls 3,2016-04-11,1,"FromSoftware, Inc.","FromSoftware, Inc.;BANDAI NAMCO Entertainment",windows,0,43,100412,9953,4222,1776,2000000-5000000,39.99,65,dark souls 3,4,2021,3662459,179386 hours,68123,457,19765,5093,249,20.42
286,375230,warhammer 40000 eternal crusade,2017-03-16,1,Behaviour Interactive Inc.,Behaviour Interactive Inc.,windows,0,67,5439,5580,495,43,500000-1000000,0.0,181,warhammer 40000 eternal crusade,9,2016,108146,3005 hours,6867,31,328,150,4,35.99
287,375900,trackmania turbo,2016-03-24,1,Nadeo,Ubisoft,windows,0,0,742,441,8159,8159,50000-100000,33.99,98,trackmania turbo,4,2016,269370,10261 hours,31418,55,2390,374,14,26.25
288,376210,the isle,2015-12-01,1,Afterthought LLC,Afterthought LLC,windows,0,0,7107,3219,1824,2609,200000-500000,14.99,70,the isle,4,2021,3296422,31034 hours,94380,124,3000,4584,43,106.22
289,377160,fallout 4,2015-11-09,1,Bethesda Game Studios,Bethesda Softworks,windows,18,84,110376,45377,4822,2904,5000000-10000000,19.99,109,fallout 4,5,2020,1292261,57019 hours,19332,132,5134,1739,76,22.66
290,377530,tale of wuxia,2016-04-28,1,Heluo Studio,FHYX（凤凰游戏）,windows,0,0,2280,588,4048,4048,50000-100000,12.99,79,tale of wuxia,10,2016,404179,1406 hours,6357,10,67,543,1,287.47
291,377840,final fantasy 9,2016-04-14,1,Square Enix,Square Enix,windows,12,85,3875,325,1911,3665,200000-500000,15.99,71,final fantasy 9,1,2019,1371826,7487 hours,148498,29,861,1846,10,183.23
292,378540,the surge,2017-05-15,1,Deck13,Focus Home Interactive,windows,0,67,3220,1113,422,422,200000-500000,24.99,40,the surge,5,2017,1425920,30448 hours,48444,365,5214,1919,40,46.83
293,378860,project cars 2,2017-09-21,1,Slightly Mad Studios,BANDAI NAMCO Entertainment,windows,0,47,4190,1747,121,169,200000-500000,44.99,166,project cars 2,9,2017,201190,10663 hours,37062,166,2376,279,14,18.87
294,379430,kingdom come deliverance,2018-02-13,1,Warhorse Studios,Warhorse Studios;Deep Silver,windows,0,71,30024,9307,2106,2282,1000000-2000000,29.99,193,kingdom come deliverance,3,2021,807025,18947 hours,11036,64,1716,1086,25,42.59
295,379720,doom,2016-05-12,1,id Software,Bethesda Softworks,windows,18,54,68536,5156,751,560,2000000-5000000,14.99,105,doom,3,2020,924047,65634 hours,19331,332,14243,1243,88,14.08
296,381120,shoppe keep,2016-05-20,1,Strange Fire,Excalibur Games,windows;mac;linux,0,31,1512,943,322,541,200000-500000,3.99,142,shoppe keep,12,2016,217437,284 hours,16929,7,5,292,0,765.62
297,381210,dead by daylight,2016-06-14,1,Behaviour Digital Inc.,Behaviour Digital Inc.,windows,0,128,140721,44985,5904,585,5000000-10000000,14.99,18,dead by daylight,4,2021,21524630,1221415 hours,126113,2953,99018,29936,1698,17.62
298,382310,eco,2018-02-06,1,Strange Loop Games,Strange Loop Games,windows,0,0,1875,639,2197,2582,100000-200000,23.79,171,eco,2,2021,777870,17702 hours,7898,74,1373,1159,26,43.94
299,382890,final fantasy 5,2015-09-24,1,Square Enix,Square Enix,windows,12,96,489,198,0,0,100000-200000,10.99,176,final fantasy 5,6,2017,161702,6960 hours,1861,54,541,224,9,23.23
300,382900,final fantasy 6,2015-12-16,1,Square Enix,Square Enix,windows,12,28,884,259,0,0,100000-200000,10.99,86,final fantasy 6,7,2018,881723,3693 hours,151839,19,413,1186,4,238.76
301,383780,judgement,2015-09-15,1,Nathan Archer;Luke Brown;Dan Kramer,Newfa Games,windows;linux,0,0,8,8,0,0,0-20000,3.99,145,judgement,1,2019,514801,4436 hours,7755,33,317,692,5,116.05
302,383870,firewatch,2016-02-09,1,Campo Santo,Panic;Campo Santo,windows;mac;linux,0,10,32886,5524,206,257,500000-1000000,14.99,43,firewatch,2,2016,1569072,28712 hours,149305,700,8421,2257,41,54.65
303,384110,pathologic,2015-10-29,1,Ice-Pick Lodge;General Arcade,Good Shepherd Entertainment,windows,0,42,843,150,308,308,100000-200000,9.99,192,pathologic,5,2019,311284,3811 hours,21661,71,789,418,5,81.68
304,384180,prominence poker,2016-12-12,1,Pipeworks Studio,505 Games,windows,0,45,1628,434,64,111,200000-500000,0.0,178,prominence poker,4,2019,315572,3740 hours,25841,24,998,438,5,84.38
305,384190,abzu,2016-08-02,1,Giant Squid,505 Games,windows,0,12,15634,1233,116,83,500000-1000000,14.99,87,abzu,8,2016,338342,5738 hours,28205,116,2587,455,7,58.97
306,385730,wwe 2k16,2016-03-10,1,"Visual Concepts;Yuke's Co., LTD",2K,windows,16,55,1725,1026,1024,1024,100000-200000,34.99,150,wwe 2k16,8,2016,161847,37313 hours,9100,184,10177,217,50,4.34
307,385760,nba 2k17,2016-09-20,1,Visual Concepts,2K,windows,0,49,4353,3893,4672,4672,500000-1000000,39.99,150,nba 2k17,9,2017,232385,38967 hours,9094,228,9378,323,54,5.96
308,386180,crossout,2017-07-26,1,Targem Games,Gaijin Entertainment,windows,0,176,12372,6196,864,126,2000000-5000000,0.0,200,crossout,11,2017,144305,9943 hours,14488,35,1616,200,13,14.51
309,386360,smite,2015-09-08,1,Titan Forge Games,Hi-Rez Studios,windows,0,265,34514,8895,1954,126,5000000-10000000,0.0,45,smite,4,2021,6298557,224634 hours,36563,630,18181,8760,312,28.04
310,386620,cook serve delicious 2,2017-09-13,1,Vertigo Gaming Inc.,Vertigo Gaming Inc.,windows;mac;linux,0,45,1368,194,153,181,100000-200000,9.99,174,cook serve delicious 2,9,2017,190415,3141 hours,21068,48,788,264,4,60.62
311,386940,ultimate chicken horse,2016-03-04,1,Clever Endeavour Games,Clever Endeavour Games,windows;mac;linux,0,31,7908,451,622,658,500000-1000000,10.99,189,ultimate chicken horse,12,2017,178184,2531 hours,35821,20,1228,239,3,70.4
312,387290,ori and the blind forest,2016-04-27,1,Moon Studios GmbH,Microsoft Studios,windows,0,57,15886,627,322,410,1000000-2000000,14.99,126,ori and the blind forest,3,2020,742052,45972 hours,17485,163,8789,998,61,16.14
313,387990,scrap mechanic,2016-01-19,1,Axolot Games,Axolot Games,windows,0,0,15197,2777,2355,775,500000-1000000,14.99,63,scrap mechanic,5,2020,2519411,65680 hours,114076,329,6519,3390,88,38.36
314,388800,azure striker gunvolt,2015-08-28,1,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",windows,0,25,752,113,0,0,20000-50000,10.99,171,azure striker gunvolt,1,2016,197178,217 hours,135933,14,71,265,0,908.65
315,389430,knight online,2016-01-25,1,Noah System;Mgame,NTTGame,windows,0,0,3704,4187,113,107,2000000-5000000,0.0,161,knight online,4,2021,1064513,17693 hours,7158,80,906,1480,24,60.17
316,389730,tekken 7,2017-06-01,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,42,15372,3135,4367,7210,500000-1000000,34.99,136,tekken 7,4,2021,1296482,63164 hours,22918,145,7542,1803,87,20.53
317,391040,f1 2016,2016-08-18,1,Codemasters;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),windows;mac,0,49,3237,612,1397,1777,200000-500000,39.99,197,f1 2016,9,2016,95744,3712 hours,13641,25,1934,133,5,25.79
318,391220,rise of the tomb raider,2016-02-09,1,Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux);Nixxes software,Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,143,49004,3838,817,656,2000000-5000000,39.99,187,rise of the tomb raider,6,2018,279673,14973 hours,120955,52,3356,388,20,18.68
319,391540,undertale,2015-09-15,1,tobyfox,tobyfox,windows;mac;linux,0,0,97832,4496,679,443,2000000-5000000,6.99,134,undertale,2,2021,1084629,26015 hours,145487,87,5237,1616,38,41.69
320,391720,layers of fear,2016-02-15,1,Bloober Team SA,Aspyr,windows;mac;linux,0,27,14551,1682,227,242,2000000-5000000,14.99,188,layers of fear,11,2016,119164,3681 hours,13907,111,1271,165,5,32.37
321,392160,x4 foundations,2018-11-30,1,Egosoft,Egosoft,windows,0,44,3557,1714,873,873,100000-200000,39.99,108,x4 foundations,12,2018,633342,15145 hours,18808,101,1209,852,20,41.82
322,393080,call of duty modern warfare,2017-07-27,1,Raven Software;Beenox,Activision,windows,0,50,1148,1112,302,556,20000-50000,34.99,199,call of duty modern warfare,9,2019,244023,19316 hours,8694,76,6035,339,26,12.63
323,393080,call of duty modern warfare,2017-07-27,1,Raven Software;Beenox,Activision,windows,0,50,1148,1112,302,556,20000-50000,34.99,31,call of duty modern warfare,4,2021,10947416,4495420 hours,62350,34107,356138,15225,6252,2.44
324,393380,squad,2015-12-14,1,Offworld Industries,Offworld Industries,windows,0,0,23539,6008,3173,1563,500000-1000000,32.5,175,squad,11,2020,682590,35418 hours,27700,118,3748,949,49,19.27
325,393420,hurtworld,2015-12-03,1,Bankroll Studios,Bankroll Studios,windows;mac,0,0,15574,5362,5439,7099,500000-1000000,19.49,158,hurtworld,1,2016,217722,13168 hours,14893,49,1728,293,17,16.53
326,394230,battleborn,2016-05-03,1,Gearbox Software,2K,windows,0,60,5692,3494,652,752,500000-1000000,0.0,143,battleborn,6,2016,143476,19310 hours,2040,80,2988,199,26,7.43
327,394310,punch club,2016-01-08,1,Lazy Bear Games,tinyBuild,windows;mac;linux,0,47,6071,1669,478,378,500000-1000000,6.99,167,punch club,2,2017,180420,723 hours,13630,13,165,268,1,249.54
328,394690,tower unite,2016-04-08,1,PixelTail Games,PixelTail Games,windows,0,354,5275,968,1326,1532,200000-500000,10.99,179,tower unite,2,2018,187536,602 hours,16372,6,210,279,0,311.52
329,395200,ben and ed,2015-12-08,1,Sluggerfly,Sluggerfly,windows,0,19,1095,329,0,0,100000-200000,6.99,186,ben and ed,2,2016,111484,712 hours,33114,11,290,160,1,156.58
330,396750,everspace,2017-05-25,1,ROCKFISH Games,ROCKFISH Games,windows;mac;linux,0,33,4061,1087,312,332,200000-500000,22.99,192,everspace,6,2017,141290,2611 hours,11902,17,677,196,3,54.11
331,397060,faeria,2017-03-08,1,Abrakam SA,Versus Evil,windows;mac;linux,0,59,4683,882,2201,2049,500000-1000000,18.99,158,faeria,9,2016,129622,1690 hours,8264,10,264,180,2,76.7
332,397900,business tour,2017-07-27,1,Creobit,8Floor,windows;mac,0,19,9693,5411,584,279,1000000-2000000,0.0,149,business tour,4,2021,1158042,9490 hours,55717,84,3461,1610,13,122.03
333,397950,clustertruck,2016-09-27,1,Landfall,tinyBuild,windows;mac;linux,0,19,4497,485,211,303,200000-500000,10.99,126,clustertruck,10,2016,235677,3918 hours,34003,31,1766,317,5,60.15
334,398030,old school musical,2018-09-13,1,La Moutarde,Dear Villagers,windows,0,13,297,21,0,0,20000-50000,10.29,197,old school musical,9,2018,227785,1288 hours,17067,16,384,316,1,176.85
335,399810,call of cthulhu,2018-10-29,1,Cyanide Studio,Focus Home Interactive,windows,0,49,1800,637,0,0,50000-100000,39.99,121,call of cthulhu,11,2018,556055,20838 hours,27086,420,4089,773,28,26.68
336,400910,rabiribi,2016-01-28,1,CreSpirit;GemaYue,Sekai Project,windows,0,208,6496,167,2356,3223,100000-200000,13.59,194,rabiribi,2,2016,100594,2944 hours,17014,19,462,144,4,34.17
337,401810,poi,2017-02-01,1,PolyKid,PolyKid,windows;mac;linux,0,25,525,50,0,0,20000-50000,7.19,198,poi,7,2017,218089,153 hours,111219,10,44,293,0,1425.42
338,402040,the guest,2016-03-10,1,Team Gotham,505 Games,windows;mac,0,20,340,89,0,0,20000-50000,6.99,191,the guest,3,2016,99303,415 hours,34720,12,177,133,0,239.28
339,402570,atlas reactor,2016-10-04,1,Trion Worlds,Trion Worlds,windows,0,121,3992,890,1240,425,500000-1000000,0.0,133,atlas reactor,10,2016,224314,7997 hours,7252,37,994,301,10,28.05
340,402710,osiris new dawn,2016-09-28,1,Fenix Fire Entertainment,Reverb Triple XP,windows,0,0,6333,3149,418,496,200000-500000,18.99,164,osiris new dawn,10,2016,165120,7068 hours,23497,60,1668,222,9,23.36
341,403640,dishonored 2,2016-11-11,1,Arkane Studios,Bethesda Softworks,windows,18,50,21022,5059,1117,1107,1000000-2000000,29.99,151,dishonored 2,12,2016,198383,17773 hours,15569,67,1088,267,23,11.16
342,404590,vikings wolves of midgard,2017-03-24,1,Games Farm,Kalypso Media Digital,windows;mac;linux,18,39,1580,1172,230,230,100000-200000,22.99,200,vikings wolves of midgard,3,2017,118839,3677 hours,24549,87,567,159,4,32.32
343,404620,the political machine 2016,2016-02-04,1,Stardock Entertainment,Stardock Entertainment,windows,0,24,546,163,3,3,50000-100000,6.99,133,the political machine 2016,11,2016,195613,258 hours,53230,51,107,272,0,758.19
344,404680,hob,2017-09-26,1,Runic Games,Runic Games,windows,0,37,2376,297,1103,1103,100000-200000,14.99,199,hob,10,2017,153619,4718 hours,39805,43,986,206,6,32.56
345,409320,syndrome,2016-10-06,1,Camel 101,Camel 101;WhisperGames,windows;mac,0,21,140,68,15,15,0-20000,15.49,121,syndrome,10,2016,247564,928 hours,40094,13,255,333,1,266.77
346,409710,bioshock,2016-09-15,1,2K Boston;2K Australia;Blind Squirrel;Feral Interactive (Mac),2K;Feral Interactive (Mac),windows;mac,18,65,8652,5121,247,149,2000000-5000000,9.99,157,bioshock,7,2018,376598,6428 hours,25273,25,1616,506,8,58.59
347,410380,hex shards of fate,2016-04-19,1,Hex Entertainment,Hex Entertainment,windows;mac,0,0,1055,580,2180,4344,200000-500000,0.0,194,hex shards of fate,9,2016,96833,2281 hours,1660,18,148,134,3,42.45
348,410900,forts,2017-04-19,1,EarthWork Games,EarthWork Games,windows,0,21,2073,549,1661,869,200000-500000,10.99,107,forts,6,2017,329893,1179 hours,42895,13,298,458,1,279.81
349,411300,elex,2017-10-17,1,Piranha Bytes,THQ Nordic,windows,0,50,7388,2427,1932,2218,500000-1000000,39.99,101,elex,11,2017,485718,12087 hours,15451,78,1352,675,16,40.19
350,413150,stardew valley,2016-02-26,1,ConcernedApe,ConcernedApe,windows;mac;linux,0,40,118217,3761,2868,1728,2000000-5000000,10.99,117,stardew valley,4,2021,1693474,188307 hours,9956,523,26055,2355,261,8.99
351,413410,danganronpa trigger happy havoc,2016-02-18,1,"Spike Chunsoft Co., Ltd.;Abstraction Games","Spike Chunsoft Co., Ltd.",windows;mac;linux,0,38,5714,167,1636,1880,200000-500000,14.99,95,danganronpa trigger happy havoc,2,2020,886765,4192 hours,14314,19,458,1275,6,211.54
352,413420,danganronpa 2 goodbye despair,2016-04-18,1,"Spike Chunsoft Co., Ltd.;Abstraction Games","Spike Chunsoft Co., Ltd.",windows;mac;linux,0,47,4677,148,1909,2068,200000-500000,14.99,197,danganronpa 2 goodbye despair,3,2020,384870,3959 hours,14278,18,349,517,5,97.21
353,414340,hellblade senuas sacrifice,2017-08-07,1,Ninja Theory,Ninja Theory,windows,18,14,20227,1805,455,477,500000-1000000,24.99,198,hellblade senuas sacrifice,9,2017,165651,8012 hours,11030,38,2469,230,11,20.68
354,414530,skyforge,2017-04-13,1,Allods Team,My.com,windows,0,48,1270,946,561,729,500000-1000000,0.0,158,skyforge,4,2017,173751,35831 hours,44226,142,5370,241,49,4.85
355,414700,outlast 2,2017-04-24,1,Red Barrels,Red Barrels,windows,0,24,10790,1563,277,238,500000-1000000,23.79,180,outlast 2,7,2018,295960,8842 hours,31177,36,2966,398,11,33.47
356,414700,outlast 2,2017-04-24,1,Red Barrels,Red Barrels,windows,0,24,10790,1563,277,238,500000-1000000,23.79,178,outlast 2,5,2020,659567,24978 hours,59505,94,6893,887,33,26.41
357,415200,motorsport manager,2016-11-09,1,Playsport Games,SEGA,windows;mac;linux,0,73,4278,488,4289,4289,200000-500000,24.99,125,motorsport manager,4,2020,889460,6162 hours,31849,40,603,1237,8,144.35
358,415590,earthfall,2018-07-12,1,Holospark,Holospark,windows,16,86,1171,592,85,85,50000-100000,23.79,167,earthfall,7,2018,327308,4858 hours,34510,64,1597,440,6,67.38
359,415880,disc jam,2017-03-07,1,High Horse Entertainment,High Horse Entertainment,windows,0,12,1015,354,149,149,20000-50000,10.99,143,disc jam,4,2017,199793,2886 hours,36877,25,976,277,4,69.23
360,417290,ghost of a tale,2018-03-13,1,SeithCG,SeithCG,windows,0,20,2119,173,551,962,100000-200000,19.49,146,ghost of a tale,3,2018,276807,6022 hours,49826,51,1214,372,8,45.97
361,418240,shadow tactics blades of the shogun,2016-12-06,1,Mimimi Productions,Daedalic Entertainment,windows;mac;linux,0,44,9523,417,287,218,500000-1000000,34.99,144,shadow tactics blades of the shogun,12,2016,207441,4900 hours,17292,36,16,279,6,42.33
362,418460,rising storm 2 vietnam,2017-05-30,1,Antimatter Games;Tripwire Interactive,Tripwire Interactive,windows,0,132,17201,4777,1945,1773,500000-1000000,18.99,178,rising storm 2 vietnam,6,2017,160609,11863 hours,43582,85,3026,223,16,13.54
363,420110,nekopara vol 2,2016-02-19,1,NEKO WORKs,Sekai Project,windows,0,20,8671,238,586,602,500000-1000000,6.99,180,nekopara vol 2,2,2016,116412,498 hours,27734,13,135,167,0,233.76
